Date,XBB.TO
2008-03-01,16.00762939453125
2008-04-01,15.914182662963867
2008-05-01,15.908695220947266
2008-06-01,15.950262069702148
2008-07-01,16.067049026489258
2008-08-01,16.156051635742188
2008-09-01,15.858513832092285
2008-10-01,15.683979988098145
2008-11-01,16.066801071166992
2008-12-01,16.582622528076172
2009-01-01,16.36631202697754
2009-02-01,16.52570915222168
2009-03-01,16.808351516723633
2009-04-01,16.785324096679688
2009-05-01,16.785324096679688
2009-06-01,17.009063720703125
2009-07-01,17.09052276611328
2009-08-01,17.224363327026367
2009-09-01,17.456653594970703
2009-10-01,17.438993453979492
2009-11-01,17.674348831176758
2009-12-01,17.443647384643555
2010-01-01,17.717525482177734
2010-02-01,17.741329193115234
2010-03-01,17.592622756958008
2010-04-01,17.592622756958008
2010-05-01,17.712909698486328
2010-06-01,18.077457427978516
2010-07-01,18.192232131958008
2010-08-01,18.485599517822266
2010-09-01,18.60098648071289
2010-10-01,18.692319869995117
2010-11-01,18.459644317626953
2010-12-01,18.51544761657715
2011-01-01,18.39589500427246
2011-02-01,18.40736961364746
2011-03-01,18.42513656616211
2011-04-01,18.55495262145996
2011-05-01,18.83380889892578
2011-06-01,18.830617904663086
2011-07-01,19.2375545501709
2011-08-01,19.494062423706055
2011-09-01,19.81343650817871
2011-10-01,19.738990783691406
2011-11-01,19.892911911010742
2011-12-01,20.244468688964844
2012-01-01,20.32224464416504
2012-02-01,20.23145866394043
2012-03-01,20.15668296813965
2012-04-01,20.188583374023438
2012-05-01,20.56966209411621
2012-06-01,20.600374221801758
2012-07-01,20.7394962310791
2012-08-01,20.71155548095703
2012-09-01,20.814462661743164
2012-10-01,20.8094482421875
2012-11-01,20.90569496154785
2012-12-01,20.855989456176758
2013-01-01,20.71804428100586
2013-02-01,20.920621871948242
2013-03-01,20.99236297607422
2013-04-01,21.236373901367188
2013-05-01,20.912328720092773
2013-06-01,20.44061279296875
2013-07-01,20.495092391967773
2013-08-01,20.349300384521484
2013-09-01,20.466917037963867
2013-10-01,20.69999885559082
2013-11-01,20.646371841430664
2013-12-01,20.58326530456543
2014-01-01,21.071775436401367
2014-02-01,21.149320602416992
2014-03-01,21.12235450744629
2014-04-01,21.219430923461914
2014-05-01,21.470293045043945
2014-06-01,21.557037353515625
2014-07-01,21.66160774230957
2014-08-01,21.878873825073242
2014-09-01,21.71709632873535
2014-10-01,21.85480308532715
2014-11-01,22.17900276184082
2014-12-01,22.288955688476562
2015-01-01,23.32374382019043
2015-02-01,23.30159568786621
2015-03-01,23.23421287536621
2015-04-01,22.86640167236328
2015-05-01,22.91346549987793
2015-06-01,22.745798110961914
2015-07-01,23.137670516967773
2015-08-01,22.859460830688477
2015-09-01,22.80474090576172
2015-10-01,22.73586654663086
2015-11-01,22.760635375976562
2015-12-01,23.026098251342773
2016-01-01,23.074249267578125
2016-02-01,23.14362335205078
2016-03-01,23.301593780517578
2016-04-01,23.304548263549805
2016-05-01,23.468624114990234
2016-06-01,23.913721084594727
2016-07-01,24.107820510864258
2016-08-01,24.124174118041992
2016-09-01,24.155420303344727
2016-10-01,23.91778564453125
2016-11-01,23.4262638092041
2016-12-01,23.315223693847656
2017-01-01,23.277515411376953
2017-02-01,23.503149032592773
2017-03-01,23.56346321105957
2017-04-01,23.902952194213867
2017-05-01,24.122451782226562
2017-06-01,23.822507858276367
2017-07-01,23.400299072265625
2017-08-01,23.71632194519043
2017-09-01,23.37683868408203
2017-10-01,23.740623474121094
2017-11-01,23.95943260192871
2017-12-01,23.87859344482422
2018-01-01,23.665895462036133
2018-02-01,23.677114486694336
2018-03-01,23.819622039794922
2018-04-01,23.66766357421875
2018-05-01,23.858936309814453
2018-06-01,24.010133743286133
2018-07-01,23.80890464782715
2018-08-01,24.01519775390625
2018-09-01,23.759021759033203
2018-10-01,23.588720321655273
2018-11-01,23.844722747802734
2018-12-01,24.117008209228516
2019-01-01,24.47754669189453
2019-02-01,24.56026268005371
2019-03-01,25.089426040649414
2019-04-01,25.076913833618164
2019-05-01,25.5219669342041
2019-06-01,25.758012771606445
2019-07-01,25.769184112548828
2019-08-01,26.296804428100586
2019-09-01,26.06560516357422
2019-10-01,26.020612716674805
2019-11-01,26.1539363861084
2019-12-01,25.871938705444336
2020-01-01,26.559171676635742
2020-02-01,26.699729919433594
2020-03-01,25.809486389160156
2020-04-01,27.167091369628906
2020-05-01,27.267711639404297
2020-06-01,27.756301879882812
2020-07-01,28.154348373413086
2020-08-01,27.757108688354492
2020-09-01,27.86563491821289
2020-10-01,27.624080657958984
2020-11-01,27.94952964782715
2020-12-01,28.091815948486328
2021-01-01,27.722530364990234
2021-02-01,26.966262817382812
2021-03-01,26.62055778503418
2021-04-01,26.62812614440918
2021-05-01,26.78728675842285
2021-06-01,27.073463439941406
2021-07-01,27.35089683532715
2021-08-01,27.296510696411133
2021-09-01,26.88372802734375
2021-10-01,26.62412452697754
2021-11-01,26.835203170776367
2021-12-01,27.30353355407715
2022-01-01,26.345870971679688
2022-02-01,26.152437210083008
2022-03-01,25.37294578552246
2022-04-01,24.453033447265625
2022-05-01,24.45992088317871
2022-06-01,23.918277740478516
2022-07-01,24.85582160949707
2022-08-01,24.16289520263672
2022-09-01,24.001516342163086
2022-10-01,23.81614875793457
2022-11-01,24.482633590698242
2022-12-01,24.11870765686035
2023-01-01,24.83255386352539
2023-02-01,24.345298767089844
2023-03-01,24.877172470092773
2023-04-01,25.091201782226562
2023-05-01,24.680147171020508
2023-06-01,24.699478149414062
2023-07-01,24.386615753173828
2023-08-01,24.362091064453125
2023-09-01,23.750520706176758
2023-10-01,23.771127700805664
2023-11-01,24.835386276245117
2023-12-01,25.71990394592285
2024-01-01,25.341676712036133
2024-02-01,25.245954513549805
2024-03-01,25.379241943359375
2024-04-01,24.83332633972168
2024-05-01,25.281068801879883
2024-06-01,25.610366821289062
2024-07-01,26.165517807006836
2024-08-01,26.274694442749023
2024-09-01,26.748035430908203
2024-10-01,26.485872268676758
2024-11-01,26.945859909057617
2024-12-01,26.74803924560547
2025-01-01,27.058687210083008
2025-02-01,27.34209442138672
2025-03-01,27.2752685546875
2025-04-01,27.113422393798828
2025-05-01,27.113624572753906
2025-06-01,27.131959915161133
2025-07-01,26.892805099487305
2025-08-01,27.027809143066406
2025-09-01,27.548355102539062
2025-10-01,27.731731414794922
2025-11-01,27.771202087402344
2025-12-01,27.440683364868164
2026-01-01,27.59640121459961
2026-02-01,28.016765594482422
2026-03-01,27.458200454711914
2026-04-01,27.516742706298828
2026-05-01,27.88347625732422
2026-06-01,28.03276252746582
2026-07-01,27.57734489440918
2026-08-01,27.518259048461914
2026-09-01,27.209999084472656
